Feature,Importance
edges,0.0018117920521245436
proposals,0.001783717900818463
identify,0.0017760632100044743
specifications,0.0017627371220599686
power,0.0017376387679970593
sales,0.0017306126881347775
applications,0.001688616762365887
mark,0.0016876306681531447
attach,0.001683134293750306
patterns,0.0016771629564128901
textbooks,0.0016337911860728562
community,0.001631398726806279
procedures,0.0016034658863505267
finish,0.0016009519766311763
according,0.0015994939230022742
events,0.0015968644392310586
monitor,0.0015961505025622743
public,0.0015910127105766294
field,0.0015886765917827268
plan,0.00156683663921388
correspondence,0.0015586481529618265
meetings,0.0015418299478226355
installation,0.0015326897183743755
test,0.001532206325513052
production,0.0015228967047359696
joints,0.0015221816535768784
items,0.0015035514061311514
supplies,0.0015021485397752408
align,0.0014996565575908839
computer,0.00149083591923199
personnel,0.001488831421769765
electrical,0.0014826965859978513
performance,0.0014811172183692562
lines,0.0014799537528302478
credit,0.0014742267818420582
pipes,0.0014615131019126543
teaching,0.0014477272032487904
reading,0.0014373298981621959
arrange,0.0014349024543867277
problems,0.0014292341721317207
cement,0.001417749804041295
study,0.0014114546382761497
discussions,0.001409637649691985
strategies,0.0013975291259744277
glass,0.0013959181843555197
software,0.0013874212645762964
techniques,0.001387155352922857
smooth,0.001377412519294659
industry,0.0013764722842426807
customer,0.001365934478600368
repairs,0.001347254791573758
implement,0.0013332335752073267
forms,0.0013254518846396804
used,0.0013141163646637646
patients,0.0013118570259735337
defects,0.0013024922699169262
cables,0.001297938605199466
department,0.0012967771055481007
steel,0.0012911152302589504
computers,0.001285789666518033
read,0.0012824299489887217
assist,0.0012686274787769027
undergraduate,0.001266724690955274
spray,0.0012649723109210676
instructions,0.0012631871152142297
tanks,0.0012623656890206902
material,0.001255157977677158
machinery,0.0012536747193962004
needs,0.00125207164492307
statistical,0.0012435866200391076
necessary,0.0012342941719497712
graduate,0.0012333755490362976
negotiate,0.0012293112071052352
control,0.0012265584081796095
orders,0.0012140739470736877
conferences,0.0012121338183032735
proper,0.0012066341419239347
project,0.0012032996670869505
interview,0.001202847432417089
assign,0.0012013178590424202
plants,0.0011985967353678375
tires,0.0011982445973390656
grade,0.0011981675659779227
maintenance,0.001191966485766759
wood,0.0011914923061902957
oil,0.0011827561773256807
laboratory,0.0011807151789248256
turn,0.0011793447292276049
cases,0.0011629328549925583
processing,0.0011513266796363754
act,0.0011397989283737633
prevent,0.0011392341042032474
legal,0.0011322318252650258
pipe,0.0011300364038654821
task_type_encoded,0.001129204189400206
resolve,0.0011266502291390017
pumps,0.0011200872668288549
payment,0.0011195409054287919
floors,0.0011188036817292
tax,0.001115588645549886
valves,0.0011134131143573625
establish,0.0011109391649691857
goods,0.001109050415665971
teach,0.0010975529071536006
companies,0.0010959012655992104
requirements,0.0010852650094500585
business,0.001083551614229981
duties,0.001081411001094067
malfunctions,0.0010811404573900787
members,0.001080741074138135
insurance,0.0010781138798220701
treatment,0.0010768594651777443
product,0.0010755610653310392
costs,0.0010690455450344642
including,0.0010675820566732452
broken,0.0010651422383775027
workers,0.0010519981910484325
loan,0.0010498539081725685
changes,0.0010472991228283176
processes,0.0010470456893947185
regulatory,0.0010406413114622435
confer,0.0010361959808975313
compliance,0.0010350950513046153
conditions,0.0010290628391097126
mail,0.0010228102069757311
facilitate,0.0010191178162365538
organize,0.00101705319185063
safety,0.0010151077270260979
music,0.0010144769282996015
care,0.0010099496513097494
colleagues,0.0010088553827353813
meet,0.0010077932486076604
knowledge,0.0010064078772675962
saws,0.0009978410442675286
operations,0.0009950366998261375
contracts,0.0009928218577532834
schedules,0.0009923898353305814
recommend,0.0009896163368994227
contact,0.000984361713930105
observe,0.0009795604858255967
structures,0.0009780002258696998
heat,0.0009766827767416454
wash,0.0009747903452060773
oversee,0.0009723397009007863
fit,0.0009679432281523462
consult,0.0009677530722826902
instruments,0.0009623301815419841
manage,0.0009617752979994801
components,0.000961568292615638
needed,0.0009602084424776996
sand,0.0009599825341797808
facilities,0.0009594223252398508
current,0.000958972215656391
individuals,0.0009577244185894128
administer,0.000943995193581779
paint,0.0009433264409517417
attendance,0.0009423356962746152
departments,0.000940769041034473
finished,0.0009401963502249098
medical,0.0009374405371927832
controls,0.000936204869127391
policy,0.000929830203958209
advertising,0.0009145187760855461
training,0.0009132739135434506
issue,0.0009131823622868678
progress,0.000912566327965826
special,0.0009075589392282995
collaborate,0.0009059450659486471
collect,0.0009014651145181061
wheels,0.0008933413396336598
regulations,0.0008928004657993913
employee,0.0008913007100011458
company,0.0008887345007425402
tests,0.0008844409988598364
online,0.0008833249866566729
train,0.000881593058753681
complete,0.0008814504412920614
insulation,0.0008813354038684516
class,0.0008809567505409727
calculate,0.0008777546202026142
journals,0.0008744760691478453
quality,0.0008739268609760909
exercise,0.000873769193788615
address,0.0008727144887348741
appropriate,0.0008709179212933268
cost,0.0008705852916616766
drive,0.0008703025672953868
verify,0.0008659539117405714
service,0.0008636616689383071
curricula,0.0008619509489067274
engineering,0.0008607792338854575
lay,0.0008607786868484704
objects,0.0008576742570903537
furniture,0.0008558355278391835
air,0.0008539729315128772
make,0.0008523668256058547
locate,0.0008480534099192942
promote,0.000847281243696199
recruitment,0.0008457082546592544
technology,0.0008441619391900564
budgets,0.0008441559620212268
check,0.000840067696965213
schedule,0.0008370139470609506
head,0.0008339719345956135
modify,0.0008289570921538357
participants,0.0008228219967703265
handling,0.0008183731569627567
frames,0.0008156088609404605
serving,0.0008137973536229751
telephone,0.0008136762570244357
buildings,0.0008130549024758868
media,0.000808862705600082
checks,0.0008084934195647127
evidence,0.000805652904895737
investigate,0.0008051769238377068
instruct,0.0008051657806389265
assemble,0.0008038588616532236
statements,0.0008021358453575791
committees,0.0008006207941721764
brush,0.0008001814950168649
potential,0.0007999200301652607
hoists,0.0007993303153011973
classroom,0.0007975709536779184
examine,0.0007971413095197254
initiate,0.0007934632568957954
traffic,0.0007926647022867086
topics,0.0007907300583597593
sound,0.0007880287690851019
gauges,0.0007863945469645356
process,0.0007821856492486808
present,0.0007819977804613847
findings,0.000781806098631876
sort,0.0007785066030876396
order,0.0007758991576049285
articles,0.0007756861500007273
create,0.0007739246899035334
academic,0.0007728779536443135
assess,0.0007728517966443471
fixtures,0.0007725307686087781
discuss,0.0007716803691065907
related,0.000771199233741708
drill,0.0007710728300732953
spread,0.0007710509068497004
testing,0.0007697476920735702
standards,0.0007694768973711293
operation,0.0007656205865730303
handouts,0.0007636062461436688
specific,0.0007615543864308187
drawings,0.0007614626507100191
defective,0.0007596286194960802
analysis,0.000755417967035574
moderate,0.0007537059475166786
individual,0.0007521094511568428
inform,0.0007467966739030999
revise,0.0007467273193522154
laws,0.0007465903910543672
shipping,0.0007460789409352287
sources,0.0007448776047721866
objectives,0.00074384289008209
sites,0.0007415993598589968
types,0.0007404465412995293
regarding,0.0007389440722730808
models,0.000738459524100727
inventory,0.0007359984555061777
based,0.0007311249375029048
flow,0.0007303026671107406
connect,0.0007286927462649993
dimensions,0.0007270631730986799
devices,0.000726397426251321
explain,0.000725650513214962
campus,0.0007253735559759961
effects,0.0007169829236547777
hearings,0.0007131997649101212
distribution,0.0007114812935130987
support,0.0007078128088460106
job,0.0007071756666364171
status,0.0007068291508980483
hold,0.0007067195239225574
content,0.0007042659766790817
budget,0.0007028335194024873
transportation,0.0007020466978593913
units,0.000701514233585685
supervisors,0.0007004250199319445
examinations,0.0007003221558967019
office,0.0006966919570040382
market,0.0006922802869852575
program,0.0006921727212219269
purchase,0.0006897251297590718
gas,0.0006857191596958882
recommendations,0.0006854371613220861
claims,0.0006835595987031909
details,0.0006828897491871638
energy,0.0006806510878456357
marketing,0.000678125336952591
press,0.0006737636819921988
pressure,0.0006701891249204788
copy,0.0006656432819787187
attend,0.0006653674797149771
directors,0.0006619830305040669
resources,0.0006618940713432381
file,0.0006601678298186916
ideas,0.000659054169805739
applicable,0.0006582829262510923
condition,0.0006568130393931975
health,0.0006560562291351201
employment,0.0006553959177699691
grant,0.0006542915102951838
studies,0.0006490419559515472
construction,0.0006472458930165356
terms,0.0006464041152545679
form,0.0006458086806633831
property,0.0006449456787979023
regularly,0.0006446265244757887
garments,0.000644295847305423
rules,0.0006424492357189182
tables,0.0006391059561473543
client,0.0006369505165629399
messages,0.0006307115050509203
land,0.0006302230061853278
serve,0.0006301264481877589
insert,0.0006299320521768919
assistance,0.0006259618075778493
documentation,0.0006250738980382398
building,0.0006222028492785189
questions,0.0006206333117234988
dry,0.0006170826250829679
storage,0.000615751462675652
applicants,0.0006150861635513048
time,0.0006146923691326146
brushes,0.0006132062664371909
detect,0.0006104273836309963
weigh,0.0006104056046888604
cars,0.0006095358216926162
grades,0.0006091859659535895
requests,0.000607494995347936
correct,0.0006068278139051285
hire,0.0006066981298204423
employees,0.0006030767485064674
welding,0.0005998610797241759
pieces,0.0005991360285924152
hours,0.0005979403650392041
compute,0.0005941953470000453
homework,0.000593533124604722
levels,0.000592921805880001
court,0.0005925981523019691
transactions,0.0005925011240567463
accuracy,0.0005912521678231334
stock,0.0005881493552641403
benefits,0.0005867645765375611
paper,0.0005849634326337861
results,0.000584081692918036
files,0.0005835590183579598
agencies,0.0005835165857862655
trends,0.0005827147201082684
advisers,0.000582318591312428
matters,0.0005817724509112809
body,0.00057907772002392
delivery,0.0005786047113844795
sizes,0.0005763877735480617
improve,0.0005761112625904264
wind,0.0005722807153432375
databases,0.0005718924518348078
surveys,0.0005714435188038
designs,0.0005688482698279041
security,0.0005653497684506594
courses,0.0005626091149822499
direction,0.0005586587326532267
samples,0.0005562096773041481
social,0.0005548505618596055
estimate,0.0005537641177473273
books,0.0005533890488412359
papers,0.0005516540815623295
wire,0.0005496392057291185
cash,0.0005456141974667944
merchandise,0.0005432011226980531
sketches,0.0005421796824698071
answer,0.0005412709154981666
polish,0.0005399218436739317
education,0.0005394122270626471
particular,0.0005391854010722551
properties,0.0005382537287841918
calls,0.0005372250979755885
registration,0.0005334638743838507
career,0.0005331615309382128
placement,0.0005318660774889811
following,0.0005290257759612095
steam,0.0005262067060021138
improvement,0.0005238561595631464
communicate,0.000523086913667323
preparation,0.0005214826126921862
desired,0.0005205863623260651
presentations,0.000519620078611537
agreements,0.0005185522096755932
electronic,0.0005177230760581196
construct,0.000517403883869326
cuts,0.0005172676925713066
selection,0.0005155401761880829
report,0.0005145089460497596
produce,0.0005087921717154774
educational,0.0005060258689041309
funds,0.0005055986723116673
help,0.0005044105133831544
cover,0.0005034524407035413
area,0.000501441319636349
goals,0.0005012682188627033
type,0.0005011017800278969
conveyors,0.0005007424823840412
soil,0.0004998589281650009
planning,0.000499640643790443
mathematical,0.000498841947438295
open,0.0004983047113527864
analyses,0.0004981316387665235
plant,0.0004961246842447233
furnaces,0.0004959258670599596
track,0.0004951433269083941
ingredients,0.0004949314550306569
managers,0.0004934802188893898
sheets,0.0004924277398010798
blocks,0.0004911066671671563
boards,0.0004898094646363395
receive,0.0004877110501636379
deliver,0.00048754369929528206
seal,0.0004855275593430141
secure,0.0004823629920645073
supply,0.0004821951718996344
operating,0.00048213851675120315
performing,0.00047809548465357925
display,0.00047753425964823634
gather,0.00047715503284399586
demonstrate,0.00047550036967738046
animal,0.00047530533971279677
operational,0.0004752149018470617
damage,0.00047449657225689826
available,0.00047363761902312915
existing,0.0004723173384593624
moving,0.00047053482411160225
mechanical,0.0004698840339679988
guests,0.0004695233217276529
funding,0.0004668830636355131
contract,0.00046608034010737223
practice,0.0004659266179939572
weight,0.0004658833902073647
specialized,0.00046270022569637475
store,0.0004604274802054916
conformance,0.0004598154235110773
classes,0.00045978432888778395
efficiency,0.0004596260315764641
various,0.0004583769969070414
emergency,0.00045808703419399793
literature,0.0004580211827602436
groups,0.00045721323420006547
size,0.0004542338802858198
notify,0.0004520909747174876
recreational,0.00045131416352032686
travel,0.0004506900181073897
grind,0.0004504769211657276
patrons,0.0004504221443645408
regulate,0.0004503417858464756
sell,0.00045029422624167417
logistics,0.00044958698801327924
glue,0.00044922137189243544
estimates,0.00044798101109984773
bibliographies,0.00044447855856309703
search,0.0004394206798707839
interpret,0.0004382236760589524
properly,0.00043733448955238496
engaged,0.0004371424794580985
aids,0.00043708325688777657
locations,0.00043605849227432603
tasks,0.00043577901254684726
plaster,0.000434185911379142
labor,0.00043371237991910686
outside,0.00043231430476642666
communication,0.00043017902336287326
prior,0.00042953713977496094
settings,0.0004293834719635098
accordance,0.0004275214638959015
instruction,0.00042595905805365694
unload,0.00042518618655493006
abreast,0.00042479864504539237
logs,0.0004223367682037822
follow,0.0004221886071337063
patient,0.0004220516138924281
syllabi,0.0004216173523652549
participating,0.00042137597221549814
professionals,0.00041949663851199214
charges,0.00041946587533045097
associated,0.00041938476233551445
quantities,0.00041750473710375755
fabricate,0.0004170672201908203
passengers,0.0004168157284247947
update,0.0004159160263818901
sessions,0.0004156674373429548
visual,0.00041559753930149547
measuring,0.00041474496349934377
practices,0.00041172451094804947
completed,0.00041160840488235013
draw,0.00041088660536844587
change,0.00040955181942105555
physicians,0.00040820935765004416
engines,0.00040742979659577253
specimens,0.00040639777166505566
drafting,0.0004063676725424805
film,0.0004058114775405703
document,0.00040455290862021284
movement,0.00040383003656387426
clear,0.0004000824868525534
variety,0.0003996396712533153
vocational,0.00039940911593778496
layout,0.0003993322479856492
chemicals,0.00039930519426617273
distribute,0.00039860758658124347
consulting,0.0003965015392983129
appointments,0.0003961247290282352
solutions,0.00039579404102383346
hammers,0.0003930227967452925
heating,0.0003926669216990532
rates,0.00039266439272732655
wires,0.00039228062078850025
guide,0.0003912947988228135
radio,0.0003905145914444146
minor,0.0003905072941873067
damaged,0.00038995634150691986
counsel,0.00038959384921520774
rooms,0.0003892930949982594
ways,0.0003853383444977041
children,0.0003827441884792987
cranes,0.00038041068421516307
location,0.0003797826178068606
vendors,0.00037967514925022573
scheduled,0.0003787419865427397
bills,0.00037802544517385295
industrial,0.00037734992164659473
plastic,0.0003772735581980402
lubricate,0.0003764697126213856
approve,0.00037547214062864687
level,0.0003751255050369364
factors,0.00037502315776253756
elements,0.00037480033421011526
implementation,0.0003716711859685018
behavior,0.000371004453505756
request,0.00037006600783428753
submit,0.0003695555530957161
collection,0.0003672077677790115
fuel,0.00036490808319306387
vessels,0.0003643119384576483
personal,0.0003642775417567876
lengths,0.0003641358195147482
tape,0.00036273808847231274
prices,0.0003607436029451873
detailed,0.00035967335873668855
opportunities,0.00035932958882226496
parties,0.00035912669362428337
skills,0.00035884684901791843
meters,0.00035838519598099084
site,0.0003580231776106164
charts,0.0003570352468216958
advice,0.00035620794417349556
working,0.0003558419487396339
accounting,0.0003552516995891425
performed,0.0003542900640486544
maintaining,0.00035379438223995523
excess,0.000353370064187925
protect,0.0003519157885221502
application,0.00035123000968596813
musical,0.0003499042132971343
numbers,0.00034896130093450416
positions,0.00034807210910092946
departmental,0.0003463962993875428
vehicle,0.00034455458614855597
space,0.0003441777333381656
survey,0.0003441704598040426
disabilities,0.000342379734264777
written,0.00034120507908351206
diagnose,0.00034088542299462297
payments,0.00034056613479473385
weather,0.0003404308369936147
institutional,0.0003402351570453183
adjustments,0.00033941103514283983
characteristics,0.00033634876048221636
temperature,0.00033470443494452355
interviews,0.00033397285227032786
color,0.00033368658718559694
loading,0.00033355055963750176
chemical,0.00033311803113464443
modeling,0.00033286915154946803
identifying,0.0003318495894907765
letters,0.0003317058821662062
daily,0.00033139448317916795
complaints,0.0003310642275031017
compare,0.0003294856166550801
prescribed,0.0003289668293628019
economic,0.0003284982326254399
displays,0.00032709679089411797
safe,0.00032672733627750526
aid,0.00032588079684262353
case,0.00032437770444621505
concerning,0.00032437558179937746
video,0.000324184129173752
talking,0.00032414275786346375
hoses,0.00032399027657669196
law,0.0003236458438321056
lighting,0.0003231078588909908
inquiries,0.00032223800973176284
boxes,0.0003218228743899668
state,0.0003210775699805243
principles,0.00031793189585247903
readings,0.00031745093451051383
edit,0.0003172491545605111
features,0.00031665969302880286
maps,0.00031501233659597173
times,0.00031483339929703113
need,0.0003133399700747691
monitoring,0.00030990216818536356
crews,0.00030899539378565144
measures,0.00030865458583423047
manufacturing,0.00030740740195549416
shape,0.0003069184248534712
organizational,0.00030554535081546213
local,0.00030409059292157005
replacement,0.00030328528295700584
lists,0.00030319998023243546
diagrams,0.0003030821376734478
rods,0.00030181426092050836
cargo,0.00030166280215257105
aircraft,0.0003014664432685923
lectures,0.00030139873605386443
appliances,0.00030122017325209723
purposes,0.000299610594672047
group,0.0002993052430945125
response,0.0002987981243796851
transport,0.00029846609889776823
images,0.0002963216126968852
schools,0.0002958493787080282
identification,0.0002957280600966239
crew,0.0002948158661099348
evaluation,0.00029445232983720947
institutions,0.0002936129189837221
prevention,0.0002928729978324758
making,0.0002907024110361035
promotional,0.00029062849625656684
compounds,0.0002898201942647923
diagnostic,0.0002894489730096256
functions,0.00028932706279079625
clinical,0.0002870731281397494
signal,0.0002868047559928191
codes,0.00028608910029173445
medications,0.0002858734886153082
cutters,0.00028568276359601925
developments,0.0002854069562256017
inventories,0.0002853478175644725
team,0.0002847910491461091
clerical,0.0002843226909404639
sequences,0.0002840085690747704
general,0.00028328620056453704
points,0.0002830307133234741
internship,0.00028224449337455374
achieve,0.00028194238591152754
build,0.00028141295734403953
treatments,0.00028118073675659997
manually,0.00028062627533577254
officials,0.00027869342629053797
persons,0.00027858436869891733
drilling,0.00027779042224231905
web,0.00027734513268159
stations,0.00027663169193790227
panels,0.0002762769495180989
technologies,0.00027418679787301906
transfer,0.00027389337593657477
refer,0.0002737917330467008
bolts,0.0002734113976612831
guidelines,0.00027064482028487974
impact,0.00027043147839723525
actions,0.00026963302272287813
publish,0.00026930445837761803
respond,0.00026900135490468354
providing,0.0002686015018209491
effectiveness,0.00026794652512531115
irons,0.0002673804255488659
waste,0.00026686704237275207
treat,0.00026661931438452433
accessories,0.000266048461665518
routes,0.00026536117040881427
formulate,0.00026470616125258764
assigned,0.00026346072121444025
amounts,0.00026342188080896186
packaging,0.00026232885012773615
people,0.0002602379905323619
requisition,0.0002598206301151158
ships,0.0002596457550146736
preparing,0.0002592214449967764
enforce,0.0002587087220224562
temperatures,0.0002583021483430713
templates,0.0002577851683335023
investigation,0.0002570032392932573
structural,0.0002558143503100271
technicians,0.00025416394393590217
facility,0.000254039524793206
tend,0.0002539304793783169
measurements,0.00025296513538887043
access,0.0002525221171812159
situations,0.00025101589197234467
corrective,0.0002505493148619535
recovery,0.00025050822441466804
procure,0.00025049745372235913
teachers,0.0002493089033041064
teams,0.00024918522205830346
knives,0.0002485318051853085
reduce,0.00024836082643494884
established,0.00024760765033726863
availability,0.00024756579120284715
external,0.000246184305922919
blood,0.00024593199136272706
counseling,0.0002451388150493657
additional,0.00024466704279906925
oral,0.0002446630498441797
rough,0.00024464066779193006
thread,0.00024462720328411743
assembly,0.00024432570450440137
enter,0.000243448448850574
designated,0.00024279035462361744
colors,0.00024173042132570537
solar,0.00024098774533735598
natural,0.0002409376812887793
risk,0.00024002974720025927
standard,0.00023607035680305749
school,0.0002352843234268441
routine,0.00023524857056244727
feed,0.0002350386336810007
suppliers,0.00023478819054359532
reference,0.00023455047874336465
taking,0.00023419951092127267
scientific,0.00023317475200421172
light,0.00023270962367731907
engineers,0.00023154142074808217
inspections,0.00022943642393327514
environment,0.00022900801607353622
incoming,0.00022891618163903646
dies,0.00022886381989352305
plates,0.00022856752421311505
applying,0.00022820249191974885
hazardous,0.00022711092523945684
federal,0.00022578567112437368
electric,0.0002243757731499685
family,0.00022397338081647916
minimize,0.00022392905772405345
relationships,0.0002233741074753295
growth,0.00022295424061302433
calibrate,0.00022215091677492863
signs,0.00022121427451844204
guides,0.00022058984943271656
responses,0.0002203083026123827
future,0.00021755419098435838
writing,0.00021658427720734036
parents,0.00021503300794992324
fluid,0.00021441241628399616
sustainability,0.00021417835501845908
doors,0.00021415158765515058
action,0.00021350103128310084
hazards,0.00021334574213633444
mechanisms,0.00021238231056518593
cards,0.00021200888837411103
digital,0.00021136944013242661
cell,0.00021080219079376905
instructional,0.00020598246054985203
recording,0.00020568665372540113
proposed,0.00020564193659227943
reporting,0.00020453423616091884
fields,0.0002042846517541971
nature,0.00020231422031806505
violations,0.00020219715865528389
basic,0.00020195441050090783
final,0.0001998350215694851
relevant,0.00019906996175839432
worn,0.00019895534446205093
television,0.00019661365934289254
speed,0.00019536737430459223
consumption,0.00019443289748490318
mount,0.00019370545051857247
fees,0.0001918283405904947
money,0.00019034697852598963
transmission,0.00019005595516842906
human,0.00018975871489961823
tickets,0.00018865182738366854
scheduling,0.00018826308899507884
photographs,0.0001880098167526951
increase,0.00018800177621355278
price,0.00018731584762172782
flight,0.000187307489025376
childrens,0.0001849707042634399
wiring,0.00018488104915420216
aspects,0.00018312771652084287
engine,0.0001824954396772127
manuals,0.00018208032531778724
learning,0.00018203416827759604
representatives,0.00018186378694235724
contractors,0.00018133721385932364
assemblies,0.0001802662686187507
decisions,0.00017989938712894185
operators,0.0001794327276011313
commercial,0.00017885765397729442
met,0.00017874413103764628
climate,0.0001765921773340834
formulas,0.00017636387363202197
games,0.00017626086420023738
hardware,0.00017551858783996743
functioning,0.00017492817617962723
relations,0.00017342489898923476
activity,0.00017324120196125344
therapy,0.00017300195636719585
evaluations,0.00017224317366141723
instrumentation,0.00017029345281513228
balance,0.00017005240504413402
dental,0.00016997007185074852
raw,0.0001699149907035688
blades,0.00016834845200634256
families,0.00016834126558528848
disease,0.0001674876951427597
establishments,0.0001672100007029164
administration,0.00016710046612382492
histories,0.00016624921049263015
hydraulic,0.00016543358859817062
fabric,0.00016305383336560263
number,0.00016294678218276582
investigations,0.0001622850276978498
biological,0.00016113383321756815
diseases,0.00016088160404175472
sample,0.00016056573769093098
checking,0.00016053042931197533
lift,0.00016030168047746475
scrapers,0.000158807269467494
life,0.00015842319938946299
ground,0.00015838265332690897
nuclear,0.00015733175534808367
functional,0.00015642386898388535
resource,0.00015452882155317837
adherence,0.00015351152299874983
nursing,0.00015295746891275528
cooking,0.0001514047215917812
disposal,0.00015049961101638588
informed,0.0001494605224788773
best,0.00014932025621706957
deal,0.00014888786582671916
lead,0.0001485012454993317
disassemble,0.00014758509097118725
library,0.0001457338676111173
packages,0.00014555907050878853
optical,0.00014410730506970095
agents,0.00014354549628959015
close,0.00014276147901303126
layouts,0.0001425279493632062
pollution,0.00014189230545181663
inspection,0.00014167896218799628
adjusting,0.00013879856186929939
connections,0.00013879119329057257
history,0.00013641469692751641
grinders,0.00013559784199344092
signals,0.00013534643356476688
remote,0.00013479285171765133
home,0.00013316438261806596
protocols,0.00013304378873228714
publications,0.00013206141662106734
enforcement,0.0001314823503794594
stop,0.0001312746968969065
conservation,0.0001301221572635646
radiation,0.00012880241634994372
assessments,0.00012861570231166472
mental,0.0001276774318927652
causes,0.00012335041654019507
lenses,0.00012217291662594952
feasibility,0.00011942207129977012
outlines,0.00011312482485053705
workshops,0.00011233641510214758
protection,0.00010368625849550713
geothermal,0.00010337520077726656
green,0.00010289714755362107
accurate,0.00010228137743733646
micrometers,9.978612459664474e-05
soldering,9.942501073216958e-05
interests,9.646860268490765e-05
auxiliary,9.58754543002744e-05
alternative,9.474951372466876e-05
biofuels,8.998235701187093e-05
wrenches,8.616702816685771e-05
automatic,8.346496084805196e-05
presses,8.104428188350011e-05
internal,7.675872754279138e-05
generators,7.599733540980431e-05
switches,7.518693716410804e-05
precision,7.469339293174256e-05
sensing,7.432167996861407e-05
loss,6.25908389224526e-05
scales,6.186949692255474e-05
